ID,Group,Feature_1,Feature_2,Feature_3
ID120,A,2395.232062143984,415.03739727675804,5110.509200048162
ID121,A,2229.25186329688,382.46521030276125,4775.429538376833
ID122,A,2634.464620725774,395.1087629570791,5927.850047391926
ID123,A,2696.457142861462,358.7817144801564,6295.462856183605
ID124,A,2553.3973271688533,414.8020287804191,5586.181837604464
ID125,A,2234.8576185343686,391.2137540640114,4748.504085283049
ID126,A,2237.0255826095236,391.07151619939344,4755.719166831604
ID127,A,2523.9792637595406,405.95139531606276,5542.1808146983085
ID128,A,2993.859573325507,407.727199497221,6942.942722490417
ID129,A,2437.9610706414155,391.72168539240863,5355.274784962204
ID130,A,2312.3993679735504,417.10296798492163,4851.683263996043
ID131,A,2789.078524846858,413.79244985797556,6298.273325250695
ID132,A,2358.767968186517,416.0599939609973,4996.003934754564
ID133,A,3098.1271997062177,402.7673966159003,7280.544616039151
ID134,A,2511.888573637992,375.1606588799168,5659.862426514392
ID135,A,2647.9564591724825,384.29015814673585,6022.418586783768
ID136,A,2187.473766776593,420.45891402881176,4460.126730185721
ID137,A,2416.155126671825,381.0242014844125,5343.344372593413
ID138,A,3107.8560103691434,380.3465928376009,7421.835066919426
ID139,A,2442.721239233953,413.7407847389623,5259.459794007047
ID140,A,2957.4994723874697,417.698616879162,6784.005332766599
ID141,A,2174.3722779952745,414.28511856235207,4451.691241174063
ID142,A,2565.345529071267,392.0096005422232,5735.988584502685
ID143,A,2141.272308391799,394.7986350485194,4449.823749932801
ID144,A,2538.856849271133,427.0426697662491,5481.357198982153
ID145,A,1944.8024401459356,392.809432677776,3870.3601570489272
ID146,A,2351.3361069228486,377.5401625060148,5166.307508238471
ID147,A,2713.971540513262,380.44788681058674,6239.675187486852
ID148,A,2435.578097770308,396.0676600271177,5326.395993175335
ID149,A,2452.60688700201,406.1945589504673,5326.847866253693
ID150,A,2120.720324948625,377.5067378070097,4474.627285810828
ID151,A,2382.101880750607,413.3716992079191,5079.447146212226
ID152,A,2778.0289004054775,409.37827044844244,6287.195348974221
ID153,A,1905.2244382379467,386.5527992553233,3782.9093184372236
ID154,A,2887.453593133714,392.45535140606694,6700.084022370807
ID155,A,2941.548748123918,402.80914451671043,6810.600521788201
ID156,A,2195.8754496918236,388.3217828112354,4646.017435019294
ID157,A,2224.878540876522,407.23282201647856,4638.471512547174
ID158,A,2353.4103051111947,375.83088637355746,5181.0764834657975
ID159,A,2910.091948715194,441.28065357734874,6523.872578258837
ID160,A,2387.6883338684097,378.95836824118715,5268.273160399294
ID161,A,2858.9680993857164,398.385110902585,6584.978743644224
ID162,A,2064.3488995033667,389.16514787991724,4247.220959110514
ID163,A,2288.368224910388,419.6803332252608,4766.703008604861
ID164,A,3044.3826666273953,421.8775719663641,7023.7601400503645
ID165,A,2490.489239103792,424.19094129580657,5350.513010832343
ID166,A,2991.719227612656,404.291974729067,6953.697809192634
ID167,A,3100.579207014665,397.135624990764,7316.059496090174
ID168,A,3144.491104950261,387.2550895319815,7497.197867190876
ID169,A,2135.9236562267556,409.5161924446132,4360.1900064572
ID170,A,2305.1678445541866,392.96489116963807,4950.6790778143695
ID171,A,2826.3744593237057,400.2143997643761,6478.051379149236
ID172,A,2470.721660983974,395.02740839507015,5437.02794097657
ID173,A,2639.604526457125,373.676424634315,6050.4314561998
ID174,A,2477.0784433540607,391.71062348825495,5472.682212620907
ID175,A,2698.8274374315656,416.0959339818324,6016.002642385534
ID176,A,2722.46383644239,369.70787928915297,6318.8521128814045
ID177,A,2279.61275458945,378.6863588145928,4945.4064696953865
ID178,A,1702.4989591041744,397.34083183027536,3120.7927181611467
ID179,A,2655.552122186878,394.64951928942645,5993.408770113501
ID180,A,2500.950797657513,415.5684141159906,5425.010322392585
ID181,A,2380.5194543894027,402.95930354675,5126.761845434457
ID182,A,2395.962559822643,399.3386641997744,5191.194358469057
ID183,A,2178.84949653127,427.1008191958222,4401.0443936146985
ID184,A,2005.5195544851247,416.82662457226695,3932.425540594039
ID185,A,2783.3851725191653,391.6584403847769,6391.863315633611
ID186,A,2349.1867632067774,403.9204195164797,5027.958192037934
ID187,A,2229.272657544613,387.10935593381157,4752.271192964781
ID188,A,2234.753549824175,392.6495489149869,4741.0129048975905
ID189,A,2789.828971552713,417.3463649775949,6282.755089770164
ID190,A,3108.6554471200297,405.85825976401725,7296.675042540004
ID191,A,2358.497155885217,406.0218714657672,5045.382110326815
ID192,A,2640.399510833991,396.4460639146892,5938.968212928527
ID193,A,2427.5350904709385,396.4543642238079,5300.333450293776
ID194,A,2784.9108081671607,389.40798811122005,6407.692483945382
ID195,A,2449.005157467754,440.33600331414624,5145.33545583253
ID196,A,2790.000585887974,395.31264971723135,6393.438509077765
ID197,A,2200.51901664877,403.87229599678415,4582.1955699623895
ID198,A,2436.842627154176,389.9567782859577,5360.743990032741
ID199,A,2491.0384637972556,373.0886311117307,5607.6722358331135
ID200,A,2286.999956409781,390.6401185321746,4907.79927656847
ID201,A,2600.9238126838927,380.62038992435646,5899.669488429896
ID202,A,2882.618360433273,393.611941211901,6679.7953752403155
ID203,A,2916.240198078808,383.33533095354073,6832.04393946872
ID204,A,2801.8997519312993,397.59629528194716,6417.717779384162
ID205,A,2518.7163303616685,399.84743113396854,5556.911835415162
ID206,A,2854.4126841759453,396.64051564013465,6580.035474327162
ID207,A,2127.1143130596593,406.2009912113546,4350.337983122205
ID208,A,2421.2113264195186,403.22017386896965,5247.533109913707
ID209,A,2870.597027887788,393.7305960677305,6643.138103324711
ID210,A,2341.5073456073637,365.68319822798634,5196.106045682159
ID211,A,2284.6425227444875,408.20073372529765,4812.923899606974
ID212,A,2334.452362268093,382.87454220801214,5088.984375764218
ID213,A,2406.3906441927775,407.19992327273496,5183.172316214657
ID214,A,2394.088905937773,431.43669852582076,5025.083225184214
ID215,A,2355.5479167201975,378.8020788217094,5172.633356052045
ID216,A,2352.540531045782,382.13296390134616,5146.956773630614
ID217,A,2207.0229868131864,368.73005771704584,4777.41867185433
ID218,A,1882.68524421675,394.8614710644582,3673.748377327959
ID219,A,2346.0364961492573,399.18791537511174,5042.169911572213
ID220,A,2279.412984919711,388.08561243520154,4897.810892583126
ID221,A,2269.7766741498617,407.3931218562971,4772.364413168099
ID222,A,2059.2759087544514,391.5403115473079,4220.126168526815
ID223,A,2582.4637055222647,406.2147965822453,5716.317133655568
ID224,A,2867.7293499846155,413.7321712851868,6534.527193527912
ID225,A,2391.1528867907214,381.08114715794403,5268.052924582444
ID226,A,2984.936426250658,381.25319587531413,7048.543299375404
ID227,A,1957.7677401874512,420.0071947404969,3773.2672468598685
ID228,A,2186.7921194857686,374.1904372382307,4689.424172266153
ID229,A,2228.2657748529346,404.81140331386723,4660.7403079894675
ID230,A,2565.6828018242363,426.1143998654719,5566.47640614535
ID231,A,2501.684323445907,409.0713661668892,5459.696139503276
ID232,A,2930.6098185354153,398.21423690982203,6800.758271057137
ID233,A,2080.6607703064133,399.0995559095163,4246.484531371659
ID234,A,2287.912597803276,387.22636421023435,4927.605972358657
ID235,A,2730.4384071717236,375.7769607143408,6312.430417943468
ID236,A,2442.086800475283,392.3618426393625,5364.451188229036
ID237,A,2582.645847900048,425.04245293427533,5622.7252790287675
ID238,A,2284.942100050256,396.2967361906016,4873.3426191977605
ID239,A,2720.6211622302258,431.30909233647617,6005.318025008297
ID240,A,3153.7014253119696,401.29793517814267,7454.6146000451945
ID241,A,2349.7403531835275,384.3083916971275,5127.679101064945
ID242,A,2272.312742915409,394.98451038276795,4842.015676832388
ID243,A,1934.0391873142664,401.7397043385091,3793.419040250254
ID244,A,2388.07567028354,395.0902150083515,5188.775935808862
ID245,A,2417.2510979171366,379.8355620382864,5352.575483559978
ID246,A,2934.17773751593,398.0540935265132,6812.262744915224
ID247,A,2615.060265089844,394.5856756030177,5872.252417254444
ID248,A,3012.411219580873,418.73640136669957,6943.55165190912
ID249,A,2215.1690383962523,387.71138671924615,4706.950181592526
ID250,A,2189.8698056142907,407.4970702194897,4532.124065745424
ID251,A,2622.3519545458826,389.79484684839707,5918.081629395663
ID252,A,2847.1120717698914,375.410223676558,6664.285096926885
ID253,A,2406.455641960068,388.29999934530764,5277.866929153665
ID254,A,2214.5517752207015,383.95712033840636,4723.869723970072
ID255,A,2187.4628394433084,418.1910423837176,4471.433306411337
ID256,A,2515.048697172161,395.15857068037957,5569.353238114585
ID257,A,2043.5072740811306,443.14245532229586,3914.809545631913
ID258,A,2510.3399101687264,383.99312278751205,5611.054116568619
ID259,A,2647.3610427373656,383.93090943074947,6022.428581058349
ID260,A,2301.4850408036177,400.0443076312476,4904.2335842546145
ID261,A,2748.9667451774976,396.1050794054997,6266.374838504993
ID262,A,2361.177064485922,363.61909428565235,5265.435722029504
ID263,A,2328.089950890016,394.01140876161213,5014.2128088619875
ID264,A,2821.467776494348,381.62141940418087,6556.29623246214
ID265,A,2449.8692082530206,401.1053326638145,5344.08096143999
ID266,B,2166.111291698655,430.98033235555965,4332.22258339731
ID267,B,2553.0169590593673,413.00079315783216,5106.033918118735
ID268,B,2437.6870795281047,405.0624023697584,4875.3741590562095
ID269,B,2240.5146219736475,399.321375401357,4481.029243947295
ID270,B,2583.216109010008,378.11229157258936,5166.432218020016
ID271,B,2093.1637848658165,404.7150894681958,4186.327569731633
ID272,B,2428.144024802186,407.43430885877183,4856.288049604372
ID273,B,2652.5460338295793,372.6783957252267,5305.092067659159
ID274,B,2531.922710217191,417.5668844432284,5063.845420434382
ID275,B,3184.8395780812903,386.35278715278383,6369.6791561625805
ID276,B,2564.4843466703046,386.9041213823813,5128.968693340609
ID277,B,1945.2416163335502,389.24927454743533,3890.4832326671003
ID278,B,2390.968848955654,405.79878677210974,4781.937697911308
ID279,B,2638.1802594760225,392.15509538102305,5276.360518952045
ID280,B,2620.522683167346,423.7443732806455,5241.045366334692
ID281,B,2581.5968417409626,418.2453124093201,5163.193683481925
ID282,B,2549.214486298861,370.5004909494983,5098.428972597722
ID283,B,2843.8452899365816,424.0853119985719,5687.690579873163
ID284,B,2403.202031081723,382.39103727627395,4806.404062163446
ID285,B,2922.427792575067,407.1891092270252,5844.855585150134
ID286,B,2591.770387855709,398.13465854274864,5183.540775711418
ID287,B,2496.57612937024,404.8363938540654,4993.15225874048
ID288,B,2324.1314365351063,376.64279216490854,4648.262873070213
ID289,B,2229.544349900216,397.93204890668335,4459.088699800432
ID290,B,2225.212757470271,394.26971198073386,4450.425514940542
ID291,B,2533.698952488937,397.2188121384131,5067.397904977874
ID292,B,2808.409497656915,418.9135792600899,5616.81899531383
ID293,B,2562.906200052169,400.2820509909566,5125.812400104338
ID294,B,1707.8047913403475,392.52297865295736,3415.609582680695
ID295,B,2845.496950647664,392.50913569795483,5690.993901295328
ID296,B,2799.568896014606,439.01774607905213,5599.137792029212
ID297,B,2666.7896493328467,389.84800580361514,5333.579298665693
ID298,B,2624.836060000016,399.19435447967396,5249.672120000032
ID299,B,1998.8759929562798,397.55295305394617,3997.7519859125596
ID300,B,2391.651144491731,426.78008451558145,4783.302288983462
ID301,B,2259.4225685688775,407.7183339875766,4518.845137137755
ID302,B,2703.234578147489,387.00467256422513,5406.469156294978
ID303,B,2830.9576255643756,386.2364658636425,5661.915251128751
ID304,B,2206.96850722655,381.5116000753271,4413.9370144531
ID305,B,2434.4764634577236,402.09067657489504,4868.952926915447
ID306,B,2509.2279919460584,403.3280983201197,5018.455983892117
ID307,B,1867.3617000564777,385.2672244961255,3734.7234001129555
ID308,B,2010.9910022127572,382.04296307644506,4021.9820044255143
ID309,B,2519.709511847403,400.3252282278849,5039.419023694806
ID310,B,2629.997196338771,380.3887940592105,5259.994392677542
ID311,B,2960.1619244135713,408.691821872026,5920.323848827143
ID312,B,3116.8704459977525,409.7519983793314,6233.740891995505
ID313,B,2426.7235139052477,427.7814519600026,4853.4470278104955
ID314,B,2665.4016774795127,408.4640849888012,5330.8033549590255
ID315,B,2576.277553940928,406.92214395767814,5152.555107881856
ID316,B,2720.4703920897446,386.8228132449144,5440.940784179489
ID317,B,2648.861179100246,422.2846538764949,5297.722358200492
ID318,B,2161.2471227599776,416.76933720260473,4322.494245519955
ID319,B,2829.0066538041,412.86302562140867,5658.0133076082
ID320,B,2379.0155058914406,376.9406737809262,4758.031011782881
ID321,B,2562.846374541653,409.9136695086796,5125.692749083306
ID322,B,3016.3101016096844,408.3920865619515,6032.620203219369
ID323,B,2566.3846380060522,405.08708004998294,5132.7692760121045
ID324,B,2774.0933036555907,420.99081572808336,5548.186607311181
ID325,B,2302.8921443648032,428.1510757290743,4605.7842887296065
ID326,B,3252.4865632100395,389.5316334559566,6504.973126420079
ID327,B,2065.463158136014,394.704517394914,4130.926316272028
ID328,B,2784.86603493928,388.7311593511655,5569.73206987856
ID329,B,2285.0844326500505,393.93295289341546,4570.168865300101
ID330,B,2513.518681988014,396.49253839183325,5027.037363976028
ID331,B,2820.2402628053487,391.76282949722986,5640.480525610697
ID332,B,2725.773810592279,422.0270777910063,5451.547621184558
ID333,B,2245.1229903804415,390.42647252701374,4490.245980760883
ID334,B,3044.3628926174024,407.3124674839583,6088.725785234805
ID335,B,2518.337766829229,409.50643432213127,5036.675533658458
ID336,B,2717.0654283407403,415.1235191601962,5434.1308566814805
ID337,B,2796.9105804337614,382.738732074714,5593.821160867523
ID338,B,2711.005728419903,397.34294763255417,5422.011456839806
ID339,B,2604.2996370487003,400.7566182743208,5208.599274097401
ID340,B,2753.6310174251184,403.6377857089638,5507.262034850237
ID341,B,2358.136899767793,418.9417887449495,4716.273799535586
ID342,B,2870.3495073805298,407.5193475106426,5740.6990147610595
ID343,B,2588.918410588004,388.81182381713535,5177.836821176008
ID344,B,3068.1540576199613,388.05623542681604,6136.308115239923
ID345,B,2202.476712247532,357.5262409330804,4404.953424495064
ID346,B,2785.708681276914,382.7840061345424,5571.417362553828
ID347,B,2448.82854191708,416.0391111318517,4897.65708383416
ID348,B,3064.2650345084294,394.52741595639026,6128.530069016859
ID349,B,2872.2681123428206,427.7966558813312,5744.536224685641
ID350,B,2240.971389169268,390.0143734887058,4481.942778338536
ID351,B,2352.622437872315,398.78884053376515,4705.24487574463
ID352,B,2231.124522449297,394.46037731046806,4462.249044898594
ID353,B,1903.0601825531726,412.6370169778854,3806.120365106345
ID354,B,2214.4406394783923,407.233848496789,4428.881278956785
ID355,B,2608.3277823559924,403.17657469349894,5216.655564711985
ID356,B,2366.287285281621,388.23194124025827,4732.574570563242
ID357,B,2464.2175077988295,410.85696912160336,4928.435015597659
ID358,B,2603.4556912824282,372.8262431420131,5206.9113825648565
ID359,B,2314.0269918065856,411.9546781500174,4628.053983613171
ID360,B,2099.8381709862138,428.80813565801355,4199.6763419724275
ID361,B,2324.24086654343,388.2132271609474,4648.48173308686
ID362,B,2698.3845144592347,390.808898268773,5396.769028918469
ID363,B,2013.666550025977,384.50534307216685,4027.333100051954
ID364,B,2785.2171148487205,396.86580377706775,5570.434229697441
ID365,B,2448.9752419038605,407.1221540213653,4897.950483807721
ID366,B,2188.323766548462,378.5564570093119,4376.647533096924
ID367,B,2975.1465213005868,411.5864780373591,5950.2930426011735
ID368,B,2315.8272198519567,425.705241222405,4631.654439703913
ID369,B,2743.025465811107,419.4265669515079,5486.050931622214
ID370,B,1970.1323228669255,378.85540890455457,3940.264645733851
ID371,B,2221.3677654668845,396.349013230597,4442.735530933769
ID372,B,2932.6791251611103,396.2314846571654,5865.358250322221
ID373,B,1932.8830560683557,375.0202590625366,3865.7661121367114
ID374,B,2570.920979946853,391.4726850337821,5141.841959893706
ID375,B,2489.4709058775497,418.89748622220566,4978.9418117550995
ID376,B,2371.626554759127,395.79140540349874,4743.253109518254
ID377,B,2826.5212088889407,392.89735097365514,5653.042417777881
ID378,B,2687.9414125889475,412.2531130183738,5375.882825177895
ID379,B,2106.901176496244,409.81065646889874,4213.802352992488
ID380,B,2110.524333512335,408.62884914595037,4221.04866702467
ID381,B,2773.7951296680126,391.7448812441248,5547.590259336025
ID382,B,2578.341840924966,395.2630288611622,5156.683681849932
ID383,B,2639.6833849882055,386.1376586043931,5279.366769976411
ID384,B,2412.9478542650736,431.001029971509,4825.895708530147
ID385,B,2646.382492380285,411.7436022541145,5292.76498476057
ID386,B,2267.1158700277183,396.5674794118164,4534.231740055437
ID387,B,2716.4656954626907,402.4276379861985,5432.9313909253815
ID388,B,2242.955929793024,415.7067830477534,4485.911859586048
ID389,B,2646.1636694571616,395.14417534598823,5292.327338914323
ID390,B,2023.6757719112534,370.34621497970625,4047.3515438225068
ID391,B,2710.6994791295147,419.58086020218764,5421.398958259029
ID392,B,2086.675032293613,386.0789761563637,4173.350064587226
ID393,B,2487.6245514194393,389.7787166609973,4975.249102838879
ID394,B,2399.547930154559,388.11023914425,4799.095860309118
ID395,B,2523.2018556081443,404.11344815356756,5046.403711216289
ID396,B,2883.7427489259535,378.58870000734385,5767.485497851907
ID397,B,2513.9099516410256,408.58018518802464,5027.819903282051
ID398,B,2650.5697220066822,409.1004206427555,5301.1394440133645
ID399,B,2127.5256456522166,378.9021332495428,4255.051291304433
ID400,B,2489.636119235337,405.72112959295526,4979.272238470674
ID401,B,3092.8426750727645,398.7436853212281,6185.685350145529
ID402,B,2522.399240094715,378.7414148918919,5044.79848018943
ID403,B,2525.776478280619,386.20435476542673,5051.552956561238
ID404,B,2522.671223879999,424.27772999852033,5045.342447759998
ID405,B,2468.170661185555,374.8561651324753,4936.34132237111
ID406,B,2742.699449459442,385.8743836559461,5485.398898918884
ID407,B,2232.484115557763,403.39354934694745,4464.968231115526
ID408,B,2615.1027844843006,388.1848473537265,5230.205568968601
ID409,B,2687.717402091768,419.20000586266974,5375.434804183536
ID410,B,2269.945014823742,407.74076263736805,4539.890029647484
ID411,B,2560.67423220909,401.5794134959518,5121.34846441818
ID412,B,3080.185474395504,396.74381783981846,6160.370948791008
ID413,B,2528.3017625148022,415.3370309136609,5056.6035250296045
ID414,B,2675.7758016153966,384.87316751594955,5351.551603230793
ID415,B,2198.7013491491853,411.10568674760304,4397.4026982983705
ID416,B,2781.557324219704,410.6787130684797,5563.114648439408
ID417,B,2229.14804424467,395.97635700597596,4458.29608848934
ID418,B,2797.008271177795,413.7677745883769,5594.01654235559
ID419,B,2554.6034204090365,389.60033996394367,5109.206840818073
ID420,B,2207.1680110834777,399.72700535381813,4414.336022166955
ID421,B,3021.3397825458073,408.16880262715983,6042.679565091615
ID422,B,2583.9372031427115,365.2600117652128,5167.874406285423
ID423,B,2901.8769995718917,390.38884687991407,5803.753999143783
ID424,B,2139.7310163152856,385.41989163331647,4279.462032630571
ID425,B,2495.3588988020642,385.19029963291183,4990.7177976041285
ID426,B,2558.4731336705186,384.8907070091698,5116.946267341037
ID427,B,2747.3217457254186,399.32526310698677,5494.643491450837
ID428,B,2967.252656306724,409.80300902775394,5934.505312613448
ID429,B,2629.8669893093274,420.0822291654261,5259.733978618655
ID430,B,2392.584232718284,422.78110888091254,4785.168465436568
ID431,B,2130.3860199758733,401.0926417396374,4260.772039951747
ID432,B,2526.642126135354,405.1394700506583,5053.284252270708
ID433,B,2344.7669217834427,420.62054374953055,4689.5338435668855
ID434,B,2564.989162627753,410.82427648871254,5129.978325255506
ID435,B,2654.2708791945483,379.9057901547919,5308.541758389097
ID436,B,2647.6083352203714,406.80906437361523,5295.216670440743
ID437,B,2883.7875024133536,420.72648106755844,5767.575004826707
ID438,B,2351.443993501587,398.7095756811351,4702.887987003174
ID439,B,2152.8576221903622,402.13471088165966,4305.7152443807245
ID440,B,2487.8071468213666,382.639000143452,4975.614293642733
ID441,B,2374.847888220705,374.11288402963015,4749.69577644141
ID442,B,2367.780445889378,391.48664947402824,4735.560891778756
ID443,B,1887.900693409364,392.9743029610212,3775.801386818728
ID444,B,2358.6104812698145,411.4362182710599,4717.220962539629
ID445,B,2068.7778216097363,418.5058894087685,4137.555643219473
ID446,B,2602.52749559746,401.0855135778568,5205.05499119492
ID447,B,2890.5106936464813,408.9265569081899,5781.021387292963
ID448,B,2494.8365423856626,402.83934091881497,4989.673084771325
ID449,B,2124.633620656826,401.58430998890015,4249.267241313652
ID450,B,2380.957960192435,399.07395746733573,4761.91592038487
ID451,B,2397.9935288101524,399.2019807090514,4795.987057620305
ID452,B,2096.6071171353046,395.01418728634394,4193.214234270609
ID453,B,2376.1117568311597,410.4083398597712,4752.223513662319
ID454,B,2034.3164132471045,423.27310730851656,4068.632826494209
